,commit_id,author_date,bugcount,fixcount,la,ld,nf,nd,ns,ent,revd,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr,churn,buggy,fix,bugdens,strata
1138,831f22f786c066bd7ef7a03a7255eb61f9b84b05,1393655980,0.0,0.0,3,3,2,2,1,0.91829583405449,false,,,,,13,2753361,23,,46,,,25,,,40,,,0.00548274939823482,0.375234019791388,0.37857715966836,6,FALSE,FALSE,0.0,0
1139,8326dc9f2a34581b1e5ab0d27b32d3073827296f,1397509477,0.0,0.0,175,24,6,5,2,0.708715170959501,false,,,,,29,527843,59,,4,,,4,,,4,,,0.00511247443762781,0.170756646216769,0.170756646216769,199,FALSE,FALSE,0.0,0
1140,832a737266f799845c9fa7bdb18721bb5ecd0426,1366214091,0.0,0.0,0,0,1,1,1,0,false,,,,,20,2410906,36,,0,,,0,,,0,,,0.000228990153423403,0.2544080604534,0.2544080604534,0,FALSE,FALSE,0.0,0
1141,83523e0af3d9733c3c3967aadeceeac4d986e32c,1399747139,0.0,0.0,224,37,2,2,1,0.870250589607316,false,,,,,27,884918,52,,431,,,403,,,423,,,0.05323289391086,0.149403640929065,0.190834902699309,261,FALSE,FALSE,0.0,0
1142,836084e43cb27f405d6927b29799213ada43bba4,1397243383,0.0,0.0,33,6,2,2,1,0.552495114325111,false,,,,,96,397489,306,,2228,,,1717,,,2128,,,0.273404391935277,0.258507769359188,0.452035443688198,39,FALSE,FALSE,0.0,0
1143,838654472bc5fb0c752dad37d45ad9f4eb3a752d,1376339761,0.0,0.0,0,0,1,1,1,0,false,,,,,7,4667179,7,,690,,,622,,,633,,,0.112811387900356,0.247330960854093,0.334163701067616,0,FALSE,FALSE,0.0,0
1144,83a11d406eb421285a7fffd3ce853394211ac397,1396423057,0.0,1.0,40,34,3,2,1,0.680721338840388,false,,,,,12,39597,13,,217,,,201,,,174,,,0.162790697674419,0.282790697674419,0.350697674418605,74,FALSE,TRUE,0.0,0
1145,83a40dfc715d6f46cf15ecce310d00b8930c65eb,1351018414,0.0,0.0,0,6,1,1,1,0,false,,,,,2,1967547,2,,1285,,,1275,,,1199,,,0.438917337234821,0.401243599122165,0.698610095098756,6,FALSE,FALSE,0.0,0
1146,84368554d8a13a421297298de40693956af25fcd,1394217684,0.0,1.0,17,2,2,2,1,0.742487569542124,false,,,,,1,877,7,,39,,,39,,,31,,,0.0345199568500539,0.720604099244876,0.723840345199569,19,FALSE,TRUE,0.0,0
1147,847fb38c5b0411f9f5b9629967d0072d976b2429,1346891318,0.0,0.0,0,0,2,1,1,0,false,,,,,6,95381,8,,163,,,163,,,145,,,0.0601070399341293,0.503911074516262,0.537258130918073,0,FALSE,FALSE,0.0,0
1148,8496dad34797104482a5a76d809b72569adcd794,1391490335,0.0,1.0,0,3,1,1,1,0,false,,,,,31,481245,102,,169,,,169,,,158,,,0.139351446099912,0.134092900964067,0.249780893952673,3,FALSE,TRUE,0.0,0
1149,8498872312f96496c0754bfe5060d288fd15721f,1320792373,0.0,0.0,0,1,1,1,1,0,false,,,,,2,1136918,2,,23,,,23,,,21,,,0.120879120879121,0.741758241758242,0.769230769230769,1,FALSE,FALSE,0.0,0
1150,84a1e17f2039e6e5ef732c8931fe47f44f770738,1397720390,0.0,0.0,60,7,2,2,2,0.839530498105432,false,,,,,38,26573,164,,12,,,11,,,12,,,0.0132382892057026,0.00509164969450102,0.0173116089613035,67,FALSE,FALSE,0.0,0
1151,84ac4d84ab518a6a03b169b54326b6fec234cc87,1321469342,0.0,0.0,586,455,16,10,1,0.844558968090518,false,,,,,28,108142.375,104,,48,,,48,,,30,,,0.132478632478632,0.397435897435897,0.448717948717949,1041,FALSE,FALSE,0.0,0
1152,84bf7e057a98255dd4e3f67d8a76bcfbf5b2c6a3,1373903891,0.0,0.0,0,2,1,1,1,0,false,,,,,3,1033521,3,,24,,,22,,,24,,,0.0288350634371396,0.444059976931949,0.450980392156863,2,FALSE,FALSE,0.0,0
1153,84dcf114056f570632cefb17eda5949243418ef0,1347010231,0.0,0.0,0,1,1,1,1,0,false,,,,,7,189490,15,,1,,,1,,,1,,,0.00675675675675676,0.834459459459459,0.834459459459459,1,FALSE,FALSE,0.0,0
1154,84e069b8d637c08f0434038ff2a2b272254e4a0e,1344269363,0.0,0.0,0,22,4,3,1,0.984922629019399,false,,,,,51,1512,105,,298,,,297,,,221,,,0.102777777777778,0.422222222222222,0.498148148148148,22,FALSE,FALSE,0.0,0
1155,84e353c48edd6860cc13a45d0663165ba271e1e0,1395811690,0.0,0.0,16,6,1,1,1,0,false,,,,,35,81631,141,,417,,,416,,,398,,,0.0519125683060109,0.536299765807963,0.549310434556336,22,FALSE,FALSE,0.0,0
1156,851f082ce8841073155885ab5c8cca27563cce0e,1321472502,0.0,0.0,77,49,11,8,1,0.743779488073733,false,,,,,24,46388.7272727273,35,,7,,,7,,,7,,,0.0340425531914894,0.123404255319149,0.14468085106383,126,FALSE,FALSE,0.0,0
1157,8538dd42d0c20e400e040a1a3349b07c6978c428,1394925609,0.0,0.0,1,1,1,1,1,0,false,,,,,6,1023582,14,,2,,,2,,,2,,,0.000394011032308905,0.39926451273969,0.39939584975046,2,FALSE,FALSE,0.0,0
1158,853c3ec5952607417fe53acd94004b68643c45a4,1312524960,0.0,0.0,8,2,1,1,1,0,false,,,,,1,12636082,2,,1,,,1,,,0,,,0.333333333333333,0.333333333333333,0.333333333333333,10,FALSE,FALSE,0.0,0
1159,854d66ec65caeda872163e17ececc3dc8fa0f710,1320890795,0.0,0.0,35,0,1,1,1,0,false,,,,,5,3742851,8,,168,,,167,,,56,,,0.678571428571429,0.440476190476191,0.821428571428571,35,FALSE,FALSE,0.0,0
1160,856c15539a958dabe3b8a1f22d305048ca39de9a,1397513962,0.0,0.0,4,2,1,1,1,0,false,,,,,3,316534,3,,5,,,5,,,5,,,0.00846262341325811,0.596614950634697,0.599435825105783,6,FALSE,FALSE,0.0,0
1161,85cb33ffe6991398e763621a05fb290d9fa50581,1379046750,0.0,0.0,0,26,2,2,1,0.890491640219491,false,,,,,59,553469,161,,103,,,94,,,99,,,0.01657824933687,0.349801061007958,0.357758620689655,26,FALSE,FALSE,0.0,0
1162,861e93a671f4ca4a7d8b08b05055bab9b9e141f8,1398982405,0.0,0.0,4,4,2,2,1,0.811278124459133,false,,,,,26,846991,64,,485,,,479,,,465,,,0.290704928259513,0.575795383655646,0.688708671241422,8,FALSE,FALSE,0.0,0
1163,8623242b319b23950ab2446deb5d5baef5da03da,1362020385,0.0,0.0,0,0,1,1,1,0,false,,,,,47,21637,117,,441,,,421,,,393,,,0.0980099502487562,0.193532338308458,0.278358208955224,0,FALSE,FALSE,0.0,0
1164,8680fd9aea983c0b10c36dc970d6ba60c6dcf842,1343521946,0.0,0.0,0,0,3,2,1,0,false,,,,,18,1010437.66666667,37,,144,,,144,,,123,,,0.0605764533463605,0.432340009770396,0.452369320957499,0,FALSE,FALSE,0.0,0
1165,869b435dca27e06f4160b781d86bba708475866a,1397323961,0.0,0.0,35,31,2,2,1,0.650022421648354,false,,,,,52,872200,106,,1207,,,1001,,,1188,,,0.152377290785595,0.555940023068051,0.555940023068051,66,FALSE,FALSE,0.0,0
1166,86b10119ca3649411c50ac3700a934efe40a09e5,1319483886,0.0,0.0,16,2,2,2,1,0.991076059838222,false,,,,,11,152325.5,17,,8,,,7,,,7,,,0.0707964601769911,0.725663716814159,0.725663716814159,18,FALSE,FALSE,0.0,0
1167,86d1007c2078a0ad80e49088b37660466b1a5cb3,1396882180,0.0,1.0,23,1,4,4,1,0.895426041486378,false,,,,,35,2373086,47,,52,,,50,,,44,,,0.00580720092915215,0.151503419796103,0.152535811072396,24,FALSE,TRUE,0.0,0
1168,86ea75bb827eb5ee414a707478fc9adb75454148,1399962712,0.0,0.0,2,3,1,1,1,0,false,,,,,3,3735811,5,,0,,,0,,,0,,,0.000813008130081301,0.298373983739837,0.298373983739837,5,FALSE,FALSE,0.0,0
1169,8700a97b701136e13c7ef959f13c89a3b7462fdb,1317564833,0.0,0.0,3,3,1,1,1,0,false,,,,,4,170604,5,,35,,,35,,,12,,,0.203125,0.34375,0.34375,6,FALSE,FALSE,0.0,0
1170,871141d4d3cc0ac739de72ca010aef3e5c13fe1f,1313063078,0.0,0.0,207,37,4,2,1,0.867838739409861,false,,,,,0,0,0,,0,,,0,,,0,,,0.333333333333333,0.666666666666667,0.666666666666667,244,FALSE,FALSE,0.0,0
1171,8713c4972dff08405930d675d822a018a5898790,1337984455,0.0,0.0,0,4,1,1,1,0,false,,,,,9,264635,16,,0,,,0,,,0,,,0.0121951219512195,0.719512195121951,0.719512195121951,4,FALSE,FALSE,0.0,0
1172,872420efdb8e6e945cd2fe06994136b8c2ee153a,1319665344,0.0,0.0,1630,32,14,11,3,0.692665725021185,false,,,,,7,96714.9285714286,7,,7,,,7,,,7,,,0.571428571428571,0.285714285714286,0.571428571428571,1662,FALSE,FALSE,0.0,0
1173,872b7ca0fc5ce4911fdaadee464d46be5a38058d,1397735345,0.0,0.0,2,0,1,1,1,0,false,,,,,16,646737,36,,109,,,108,,,38,,,0.0246835443037975,0.159493670886076,0.181012658227848,2,FALSE,FALSE,0.0,0
1174,878a82bf547464f934b1b49896886e3abd8f6387,1394613884,0.0,1.0,1,1,1,1,1,0,false,,,,,50,43550,117,,1825,,,1523,,,931,,,0.122987595671681,0.307073106360517,0.368962787015043,2,FALSE,TRUE,0.0,0
1175,87b416a69bedab26fe81a7d94efac9fa03dd2c0f,1353971609,0.0,0.0,0,0,1,1,1,0,false,,,,,3,515198,4,,584,,,584,,,523,,,0.170351105331599,0.483420026007802,0.576723016905072,0,FALSE,FALSE,0.0,0
1176,87d0f819d32175fdfeedc9e35db1481ed93bf65b,1367768438,0.0,0.0,0,1,1,1,1,0,false,,,,,6,252068,11,,829,,,811,,,745,,,0.791092258748674,0.848356309650053,0.92152704135737,1,FALSE,FALSE,0.0,0
1177,87dbc61c3460c981515e4ae1ca18ab54e069d790,1321483960,0.0,0.0,5,2,2,1,1,0.985228136034252,false,,,,,2,575727,4,,5,,,5,,,0,,,0.0833333333333333,0.916666666666667,0.916666666666667,7,FALSE,FALSE,0.0,0
1178,87eedc5aee50b3c5fcda7541457f7f12f2b3d70d,1382873753,0.0,0.0,0,4,1,1,1,0,false,,,,,22,279641,60,,95,,,95,,,93,,,0.0145804250038778,0.34977508918877,0.353963083604777,4,FALSE,FALSE,0.0,0
1179,87fda169bfce9cca6399c632bc98411648882afe,1396464284,0.0,0.0,8,5,1,1,1,0,false,,,,,1,7168590,1,,9,,,9,,,4,,,0.000646579593948015,0.399068925384715,0.399068925384715,13,FALSE,FALSE,0.0,0
1180,8805302edb452d0d57f49634bcb2a716e42590cd,1315419125,0.0,0.0,366,16,9,6,1,0.753347053251995,false,,,,,7,727059.444444444,17,,20,,,19,,,17,,,0.545454545454545,0.545454545454545,0.545454545454545,382,FALSE,FALSE,0.0,0
1181,88196c3a4fa9cbf549594fe4d6128fcfab76ff66,1322490781,0.0,0.0,39,39,4,3,1,0.840042592049298,false,,,,,26,390612,83,,30,,,29,,,27,,,0.102564102564103,0.637362637362637,0.659340659340659,78,FALSE,FALSE,0.0,0
1182,881a6850e4b4767cb1ed3dede740b178c37733e1,1299733974,0.0,0.0,55,37,21,9,4,0.669653996606705,false,,,,,1,368052.1875,1,,3,,,3,,,1,,,1,0.5,1,92,FALSE,FALSE,0.0,0
1183,8831f3d0e2e2a81a6b406cc9c8bf89bc15989065,1396445483,0.0,1.0,57,29,5,4,1,0.852519285349544,false,,,,,212,2454918.6,1191,,14,,,12,,,6,,,0.000905679906844352,0.123819381550006,0.124207530081511,86,FALSE,TRUE,0.0,0
1184,883f0f7a3bb7320a70716530e200ac22d31ba9a5,1398136172,0.0,0.0,4,0,2,2,1,0.811278124459133,false,,,,,26,1998949,38,,0,,,0,,,0,,,0.000629326620516048,0.323473882945249,0.323473882945249,4,FALSE,FALSE,0.0,0
1185,884b08e1b20a2f80fb6eba6f0c7405979b914817,1394940733,0.0,1.0,11,4,1,1,1,0,false,,,,,5,1685442,5,,0,,,0,,,0,,,0.00102669404517454,0.795687885010267,0.795687885010267,15,FALSE,TRUE,0.0,0
1186,885efbcaad0ed6ae5ab362ea13eb7dee3abff2ae,1396876359,0.0,0.0,2,0,1,1,1,0,false,,,,,4,5449999,9,,554,,,523,,,548,,,0.0708569953536397,0.385131646876613,0.404749612803304,2,FALSE,FALSE,0.0,0
1187,88613528dfd1678c5a4520e6f4c50cbc72853d45,1399832581,0.0,0.0,68,12,2,2,1,0.99819587904281,false,,,,,13,1562258.5,18,,2,,,2,,,2,,,0.00244698205546493,0.0464926590538336,0.0473083197389886,80,FALSE,FALSE,0.0,0
1188,886ba0856b1dc2baede5e1ee65cf7488320bfe71,1380849224,0.0,0.0,0,135,2,2,1,0.691289869405789,false,,,,,42,292894,87,,108,,,98,,,104,,,0.0169218372280419,0.219500402900886,0.229975825946817,135,FALSE,FALSE,0.0,0
1189,88780460895ccf77747c2db4450919e9daa17020,1321314017,0.0,0.0,357,123,12,7,1,0.761536907976037,false,,,,,9,205402.25,30,,85,,,85,,,75,,,0.826086956521739,0.445652173913043,0.902173913043478,480,FALSE,FALSE,0.0,0
1190,88acbe869a22075306999b095ba87a4069a3beac,1322480038,0.0,0.0,19,16,5,3,2,0.822158732893802,false,,,,,13,301546.8,24,,0,,,0,,,0,,,0.00367647058823529,0.125,0.125,35,FALSE,FALSE,0.0,0
1191,88caf11f2ed433d2e37ce24fa137f0b76c77cb90,1398288164,0.0,0.0,75,0,2,2,1,0.993707106604508,false,,,,,0,0,0,,2241,,,1718,,,2141,,,0.272692552514322,0.264926798217696,0.456779121578612,75,FALSE,FALSE,0.0,0
1192,88e3194b2f627b09cc1d2d250b12a088301e84cd,1345855330,0.0,0.0,0,11,1,1,1,0,false,,,,,13,806860,13,,112,,,112,,,107,,,0.0461538461538462,0.460683760683761,0.475641025641026,11,FALSE,FALSE,0.0,0
1193,88f5d2db759da394873c95b5764a0e26e00cbfa8,1326831063,0.0,0.0,0,1,1,1,1,0,false,,,,,15,18185,25,,3,,,3,,,0,,,0.0384615384615385,0.423076923076923,0.423076923076923,1,FALSE,FALSE,0.0,0
1194,88f9bbb6e643472f9218ea88e19afc57ffab025b,1398781426,0.0,0.0,7,3,1,1,1,0,false,,,,,2,10388131,2,,29,,,29,,,23,,,0.0201342281879195,0.428691275167785,0.434563758389262,10,FALSE,FALSE,0.0,0
1195,8977826c949fb6d3e1de6aa4965122d01436ae5c,1320780764,0.0,0.0,47,16,7,7,1,0.936343406501738,false,,,,,20,76348,48,,153,,,152,,,92,,,0.516666666666667,0.405555555555556,0.672222222222222,63,FALSE,FALSE,0.0,0
1196,89942ed31568199f08ffa60982001f814eaa5b5e,1345931973,0.0,0.0,0,6,2,2,1,1,false,,,,,5,923516.5,9,,165,,,164,,,127,,,0.498054474708171,0.622568093385214,0.856031128404669,6,FALSE,FALSE,0.0,0
1197,89ac0cb3e65f25374ca3af0f674e85cb2fbf9e1e,1379041059,0.0,0.0,0,29,1,1,1,0,false,,,,,42,640646,65,,7,,,7,,,4,,,0.00504540867810293,0.848637739656912,0.849646821392533,29,FALSE,FALSE,0.0,0
1198,89d522e84ec07399c12df0e505b52f47898d6806,1394795376,0.0,0.0,44,0,2,1,1,1,false,,,,,0,0,0,,36,,,36,,,18,,,0.0197505197505198,0.794178794178794,0.797297297297297,44,FALSE,FALSE,0.0,0
1199,89e9231b98b3670ff3d1e3023cab6df5005eac46,1322522733,0.0,0.0,5,0,1,1,1,0,false,,,,,10,633451,10,,0,,,0,,,0,,,0.0909090909090909,0.181818181818182,0.181818181818182,5,FALSE,FALSE,0.0,0
1200,8a0370e4cf4b2004df63588c7a2daf5e676df43e,1321601280,0.0,0.0,2,4,1,1,1,0,false,,,,,1,728785,1,,8,,,8,,,8,,,0.037037037037037,0.736625514403292,0.740740740740741,6,FALSE,FALSE,0.0,0
1201,8a090916d11aff076fb919aa3782846579e53a8c,1396441922,0.0,0.0,9,8,1,1,1,0,false,,,,,17,11290084,30,,282,,,273,,,200,,,0.253787878787879,0.226010101010101,0.434343434343434,17,FALSE,FALSE,0.0,0
1203,8a2940052134db8ef0700597e121c3c9c43d9bd5,1335814754,0.0,0.0,0,6,4,3,1,0.959147917027245,false,,,,,61,1202489.5,166,,484,,,484,,,460,,,0.327182398864443,0.213626685592619,0.466997870830376,6,FALSE,FALSE,0.0,0
1204,8a33e24311ee8844d2250b78d3c6caf15a3a4d75,1312651707,0.0,0.0,21,10,3,2,3,0.722554707256976,false,,,,,4,178107,5,,1,,,1,,,1,,,0.222222222222222,0.666666666666667,0.666666666666667,31,FALSE,FALSE,0.0,0
1205,8a430da045d86ccb8daee6e082c12890ce5c5276,1396037185,0.0,0.0,24,1,2,2,1,0.402179190202273,false,,,,,162,280677,505,,2,,,2,,,2,,,0.000389408099688474,0.34358774662513,0.34358774662513,25,FALSE,FALSE,0.0,0
1206,8a86025a48570c6bfae9b221f1688f996019a67f,1377529600,0.0,0.0,0,2,1,1,1,0,false,,,,,7,6364457,9,,1091,,,1016,,,312,,,0.0537431318681319,0.347527472527473,0.37603021978022,2,FALSE,FALSE,0.0,0
1207,8ab4e6a8a118d8297ae0a47c17ad6fdae4a877c1,1397242662,0.0,0.0,64,34,3,2,1,0.905645659502096,false,,,,,60,252825,165,,62,,,62,,,62,,,0.00809144618546108,0.171975340354482,0.174287182121757,98,FALSE,FALSE,0.0,0
1208,8ab6fd6d7e521a3692f57542e5c5c5d513d57ccc,1396390619,0.0,1.0,7,8,2,2,1,0.970950594454669,false,,,,,31,882,54,,109,,,109,,,102,,,0.0963517305893358,0.820392890551918,0.838166510757718,15,FALSE,TRUE,0.0,0
1209,8b4520a483fd191606277653f94f4cb1c2c667f5,1372227537,0.0,0.0,0,28,2,2,2,0.371232326640876,false,,,,,17,439806,29,,233,,,222,,,228,,,0.431261770244821,0.581920903954802,0.828625235404896,28,FALSE,FALSE,0.0,0
1210,8ba14de31f39bcb2b06fa1d6299bf0192002abe8,1342643777,0.0,0.0,0,0,1,1,1,0,false,,,,,2,11489449,2,,107,,,107,,,98,,,0.0519685039370079,0.491338582677165,0.518110236220472,0,FALSE,FALSE,0.0,0
1212,8bb034cedce78203b60342a825fb5935554ead2f,1378521737,0.0,0.0,0,45,1,1,1,0,false,,,,,13,336896,17,,266,,,237,,,33,,,0.0349794238683128,0.403292181069959,0.417695473251029,45,FALSE,FALSE,0.0,0
1213,8bc2b8006f89bacf99a250c9d450f14f1ae906ce,1397248329,0.0,0.0,9,7,2,2,1,0.954434002924965,false,,,,,185,478685,955,,1199,,,994,,,1180,,,0.151565708418891,0.473690965092402,0.526052361396304,16,FALSE,FALSE,0.0,0
1214,8be1c68f809b55088c1ad00ef86cb13b0103aab0,1316553192,0.0,0.0,364,311,15,8,1,0.61201702953345,false,,,,,3,85252.0666666667,3,,6,,,6,,,2,,,0.230769230769231,0.615384615384615,0.692307692307692,675,FALSE,FALSE,0.0,0
1215,8c30edff982042d2533a810709308b586267c0e9,1346423139,0.0,0.0,0,1,1,1,1,0,false,,,,,12,64232,15,,10,,,10,,,1,,,0.0185185185185185,0.814814814814815,0.814814814814815,1,FALSE,FALSE,0.0,0
1216,8c663cfca4bbd9090869fddba63084dc64710559,1398329013,0.0,0.0,35,33,8,4,1,0.83911430016919,false,,,,,153,449525.125,499,,1952,,,1620,,,1034,,,0.131696144547652,0.317215930779997,0.377147219748059,68,FALSE,FALSE,0.0,0
1217,8c73357def341e8941dd6f7793fd91c476d4ca94,1382135818,0.0,0.0,0,9,5,5,1,0.982388781795621,false,,,,,9,425999.4,9,,511,,,481,,,98,,,0.212903225806452,0.810752688172043,0.873118279569893,9,FALSE,FALSE,0.0,0
1218,8ccaf4905367c87d506549837b4bb658af83b135,1398455218,0.0,0.0,3,0,1,1,1,0,false,,,,,18,1669762,21,,248,,,244,,,212,,,0.179898648648649,0.45777027027027,0.504222972972973,3,FALSE,FALSE,0.0,0
1219,8cd2b890710ba6e53884f43b5d6ce095672732a4,1394753366,0.0,1.0,12,1,2,2,1,0.995727452084926,false,,,,,150,6030,589,,32,,,28,,,32,,,0.00434381992891931,0.13676451230749,0.139528761353166,13,FALSE,TRUE,0.0,0
1220,8cd4224070299cefa922ff2251fe81770494ad46,1395411238,0.0,0.0,83,0,3,3,1,0.599875340266823,false,,,,,70,1670707,148,,13,,,13,,,13,,,0.00907323395981854,0.00453661697990927,0.0129617627997408,83,FALSE,FALSE,0.0,0
1221,8ce30b6ac7ea8d2e036a621a9904b35cb1563672,1395960571,0.0,0.0,1,1,1,1,1,0,false,,,,,4,17711,6,,351,,,197,,,293,,,0.0381719034017138,0.539859776681381,0.561802129317061,2,FALSE,FALSE,0.0,0
1222,8cfd60e51c7a6b181f6ceda0b86f882970ade981,1319767817,0.0,0.0,10,5,1,1,1,0,false,,,,,3,428815,3,,5,,,5,,,3,,,0.285714285714286,1,1,15,FALSE,FALSE,0.0,0
1223,8d1278cae8069977577c0394e0e7fb34350f1d54,1394120862,0.0,0.0,27,12,6,3,2,0.945784515802916,false,,,,,22,81075.8333333333,80,,195,,,137,,,193,,,0.209051724137931,0.759698275862069,0.863146551724138,39,FALSE,FALSE,0.0,0
1224,8d2b250105564bc3288bf01881dfdc7f48012708,1394975661,0.0,1.0,0,1,1,1,1,0,false,,,,,48,402284,85,,389,,,168,,,107,,,0.014182534471438,0.435062376887722,0.446093237032173,1,FALSE,TRUE,0.0,0
1225,8d665675331447e088da794ebba3c84ef153b42a,1345064787,0.0,0.0,0,5,1,1,1,0,false,,,,,7,105706,9,,2,,,2,,,0,,,0.000441111601235112,0.287163652404058,0.287163652404058,5,FALSE,FALSE,0.0,0
1226,8dacfbc4b3672c5cd2677f2a507a1e905c0a906b,1390966598,0.0,0.0,0,95,4,1,1,0.998240565300222,false,,,,,12,176310,23,,36,,,36,,,36,,,0.00513960272260036,0.382692040561189,0.384775663286568,95,FALSE,FALSE,0.0,0
1227,8dc864f42cf66629c33384bfcd464a18cd280113,1323778979,0.0,0.0,0,17,1,1,1,0,false,,,,,2,2870746,2,,12,,,12,,,8,,,0.333333333333333,0.888888888888889,0.962962962962963,17,FALSE,FALSE,0.0,0
1228,8dce1a547b99bfd468c9e9823a53c77a08b4f631,1362165413,0.0,0.0,0,0,32,8,1,0,false,,,,,34,93216.25,93,,33,,,33,,,31,,,0.00791883197228409,0.170007423904974,0.173966839891116,0,FALSE,FALSE,0.0,0
1229,8defcf2de7a2dc9a8ef3e0f3e4b551ffa407eded,1364933216,0.0,0.0,0,2,1,1,1,0,false,,,,,21,945341,32,,43,,,43,,,36,,,0.0809628008752735,0.921225382932166,0.923413566739606,2,FALSE,FALSE,0.0,0
1230,8e0e61c971d82137ff870908ce360c9991a001d8,1393892744,0.0,0.0,36,24,5,5,1,0.860214711715797,false,,,,,185,3214402.4,822,,91,,,91,,,91,,,0.0122650313291561,0.186641781095854,0.189308092254366,60,FALSE,FALSE,0.0,0
1231,8e2bc1ec2f46fc90441865ed0083649a6ef8abc0,1353345152,0.0,0.0,0,10,2,2,1,1,false,,,,,77,152533,259,,31,,,30,,,24,,,0.00826993053258353,0.337082368508105,0.343036718491565,10,FALSE,FALSE,0.0,0
1232,8e5577f52f660960738f1fc0384dff77fa30fc8a,1397130373,0.0,0.0,18,4,3,3,1,0.691369830202511,false,,,,,10,5036254,16,,276,,,274,,,267,,,0.0344827586206896,0.260422027792074,0.270972722593927,22,FALSE,FALSE,0.0,0
1233,8eb31484547b3cfc6c42e06e5d0124501b6339ef,1396661384,0.0,1.0,23,1,4,3,1,0.907472794574877,false,,,,,75,540211,225,,76,,,76,,,69,,,0.0579950289975145,0.516984258492129,0.541010770505385,24,FALSE,TRUE,0.0,0
1234,8ec571e1d1d66da3c31b3f8d4c576e966fde42b7,1395407303,0.0,0.0,2,1,1,1,1,0,false,,,,,2,17845579,3,,38,,,38,,,20,,,0.0206286836935167,0.525540275049116,0.536345776031434,3,FALSE,FALSE,0.0,0
1235,8ecb4d6f236333303bd1b0ab39543009c9afe161,1340823480,0.0,0.0,0,3,1,1,1,0,false,,,,,28,157227,47,,0,,,0,,,0,,,0.000572409845449342,0.420721236405266,0.420721236405266,3,FALSE,FALSE,0.0,0
1236,8ed3a0aab4cc7db527a3ab0940e8cb353eb33348,1394217802,0.0,0.0,8,0,1,1,1,0,false,,,,,3,482257,4,,39,,,29,,,37,,,0.0251322751322751,0.822751322751323,0.82473544973545,8,FALSE,FALSE,0.0,0
1237,8f112b270af0965a6f9aafbd83976c1ad22314f8,1398285868,0.0,1.0,8,3,2,2,1,0.94566030460064,false,,,,,48,3453631,109,,18,,,18,,,10,,,0.00691389063482087,0.567567567567568,0.57071024512885,11,FALSE,TRUE,0.0,0
1238,8f5bd2dc1cc09559270eb877140231be64181b6e,1312473064,0.0,0.0,18,5,1,1,1,0,false,,,,,1,14047720,1,,0,,,0,,,0,,,0.5,0.5,0.5,23,FALSE,FALSE,0.0,0
1240,8faa21d233c8c454fd156a9cb47020d501ca576f,1374177975,0.0,0.0,0,4,1,1,1,0,false,,,,,7,80674,11,,60,,,60,,,51,,,0.104208416833667,0.507014028056112,0.527054108216433,4,FALSE,FALSE,0.0,0
1241,8fba518295c82be328d3c96eef16652734ec66bd,1395866463,0.0,0.0,361,139,7,2,1,0.703992289951346,false,,,,,76,66406.4285714286,240,,67,,,67,,,65,,,0.00858145884800416,0.267585489533221,0.270706020023404,500,FALSE,FALSE,0.0,0
1242,8fc251c13f361b6ebc3115064536466576e34777,1321310054,0.0,0.0,45,0,2,2,1,0.623570208212797,false,,,,,3,2934697,3,,42,,,42,,,26,,,0.121076233183857,0.502242152466368,0.52914798206278,45,FALSE,FALSE,0.0,0
1243,8ff06df88b1f979f5a67f9d55fa0e828a6e73d04,1394747336,0.0,1.0,10,2,2,2,1,0.650022421648354,false,,,,,150,314023,588,,78,,,77,,,39,,,0.00526801000921902,0.387988937178981,0.390096141182668,12,FALSE,TRUE,0.0,0
1244,9014f66fce619af6d72823b3fdb0ecf148582649,1395169913,0.0,1.0,2,11,2,2,1,0.779349837292085,false,,,,,3,573989,6,,52,,,52,,,44,,,0.0450901803607215,0.316633266533066,0.350701402805611,13,FALSE,TRUE,0.0,0
1245,9026db874634a78b8cdd3abb45a75a37f6ededfe,1397092567,0.0,1.0,39,15,3,2,1,0.617694848939052,false,,,,,10,769575,11,,12,,,12,,,4,,,0.00318471337579618,0.00254777070063694,0.00509554140127389,54,FALSE,TRUE,0.0,0
1246,9048078fccfe502a3e1a96a635c6e3fd6480aea7,1396845021,0.0,0.0,69,17,2,2,1,0.960627661322115,false,,,,,54,114485,104,,439,,,212,,,147,,,0.0191091026468689,0.382569399612653,0.393415106520336,86,FALSE,FALSE,0.0,0
1247,904814e51f4f24a704d98c3d13a8cce2a5bddc7e,1357320728,0.0,0.0,0,6,1,1,1,0,false,,,,,8,190,34,,795,,,728,,,642,,,0.189173286260665,0.556928508384819,0.649602824360106,6,FALSE,FALSE,0.0,0
1248,907bf41afbdb9f565c45a535f637c8928d0be52a,1395145999,0.0,1.0,26,16,2,2,1,0.940285958670631,false,,,,,4,543426,4,,1109,,,946,,,651,,,0.655935613682093,0.85010060362173,0.851106639839034,42,FALSE,TRUE,0.0,0
1249,9088c89a54222d187978dd1576651c5959fa98a9,1320867587,0.0,0.0,1,1,1,1,1,0,false,,,,,10,493940,11,,163,,,162,,,101,,,0.53125,0.427083333333333,0.75,2,FALSE,FALSE,0.0,0
